match_id,time_sec,team_id,is_winner,P1_health,P1_groggy,P1_helm,P1_vest,P1_smoke,P1_nade,P1_kill,P1_veh,P1_rel_x,P1_rel_y,P1_z,P2_health,P2_groggy,P2_helm,P2_vest,P2_smoke,P2_nade,P2_kill,P2_veh,P2_rel_x,P2_rel_y,P2_z,P3_health,P3_groggy,P3_helm,P3_vest,P3_smoke,P3_nade,P3_kill,P3_veh,P3_rel_x,P3_rel_y,P3_z,P4_health,P4_groggy,P4_helm,P4_vest,P4_smoke,P4_nade,P4_kill,P4_veh,P4_rel_x,P4_rel_y,P4_z,num_alive,total_health
noai.jsonl,1399,15,0,90.0,0,2,1,2,3,4,0,-1592.47,7383.06,-1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,90.0
noai.jsonl,1399,18,0,100.0,0,3,1,0,1,11,0,1095.41,-11843.31,0.8,100.0,0,2,1,0,0,3,0,1030.5,-11886.5,0.77,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
noai.jsonl,1399,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1399,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1409,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1409,14,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,83.0,0,2,2,2,1,1,0,7704.94,9743.06,-0.87,100.0,0,2,1,1,1,0,0,-4140.06,-8187.56,0.27,39.12,0,2,2,2,2,1,0,3786.22,12361.75,-1.4,3,222.12
noai.jsonl,1409,15,0,91.0,0,2,1,2,3,4,0,-1894.53,8948.75,-0.98,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,91.0
noai.jsonl,1409,18,0,100.0,0,3,1,0,1,11,0,967.31,-10211.19,0.8,100.0,0,2,1,0,0,3,0,727.72,-10237.0,0.76,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
noai.jsonl,1409,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1409,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1419,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1419,14,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,87.0,0,2,2,2,1,1,0,6212.41,6478.94,-1.56,100.0,0,2,1,1,1,0,0,-4394.97,-6560.44,0.15,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,187.0
noai.jsonl,1419,15,0,70.0,0,2,1,2,3,4,0,-1474.97,9074.94,-1.08,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,70.0
noai.jsonl,1419,18,0,100.0,0,3,1,0,1,11,0,432.12,-8714.5,0.57,100.0,0,2,1,0,0,4,0,934.84,-8901.56,0.66,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
noai.jsonl,1419,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1419,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1429,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1429,14,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0,2,2,2,1,1,0,6129.53,6357.12,-1.54,100.0,0,2,1,1,1,0,0,-4402.25,-6491.81,0.1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,189.0
noai.jsonl,1429,15,0,70.0,0,2,1,2,3,4,0,-1346.38,9089.31,-1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,70.0
noai.jsonl,1429,18,0,100.0,0,3,1,0,1,11,0,-2034.0,-8288.12,0.81,100.0,0,2,1,0,0,4,0,502.75,-8626.06,0.57,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
noai.jsonl,1429,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1429,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1439,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1439,14,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,91.0,0,2,2,2,1,1,0,5845.78,6444.69,-1.55,100.0,0,2,1,1,1,0,0,-4414.62,-6467.25,0.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,191.0
noai.jsonl,1439,15,0,70.0,0,2,1,2,3,4,0,-1348.12,9085.62,-1.11,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,70.0
noai.jsonl,1439,18,0,100.0,0,3,1,0,1,11,0,-2368.62,-7608.31,0.71,100.0,0,2,1,0,0,4,0,-761.59,-8246.75,0.62,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
noai.jsonl,1439,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1439,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1449,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1449,14,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,94.0,0,2,2,2,1,1,0,5331.06,6486.75,-1.12,32.55,0,2,1,1,1,2,0,-4381.41,-6825.5,0.43,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,126.55
noai.jsonl,1449,15,0,70.0,0,2,1,2,3,4,0,-1352.28,9087.06,-0.73,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,70.0
noai.jsonl,1449,18,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1449,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1449,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1459,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1459,14,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,30.21,0,2,2,2,1,1,0,5218.94,4087.62,-1.02,35.55,0,2,1,1,1,2,0,-4575.28,-6890.81,0.39,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,65.76
noai.jsonl,1459,15,0,70.0,0,2,1,2,3,4,0,-1746.47,8574.44,-0.83,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,70.0
noai.jsonl,1459,18,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1459,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1459,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1469,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1469,14,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,32.21,0,2,2,2,1,1,0,5220.84,4057.06,-0.9,39.55,0,2,1,1,1,2,0,-4209.5,-7102.5,0.55,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,71.76
noai.jsonl,1469,15,0,70.0,0,2,1,2,3,4,0,-3978.06,7248.06,-1.02,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,70.0
noai.jsonl,1469,18,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1469,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1469,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1479,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1479,14,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,42.21,0,2,2,2,1,1,0,5229.28,4080.56,-0.88,79.0,0,2,1,1,1,2,0,-4549.62,-6258.62,0.48,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,121.21
noai.jsonl,1479,15,0,70.0,0,2,1,2,3,4,0,-3988.0,7271.75,-1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,70.0
noai.jsonl,1479,18,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1479,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1479,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1489,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1489,14,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,46.21,0,2,2,2,1,1,0,3271.22,3717.75,-0.97,83.0,0,2,1,1,1,2,0,-4513.91,-6260.06,0.49,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,129.21
noai.jsonl,1489,15,0,75.0,0,2,1,2,3,4,0,-4050.94,7165.75,-0.93,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,75.0
noai.jsonl,1489,18,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1489,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1489,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1499,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1499,14,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,49.0,0,2,2,2,1,1,0,4073.56,3735.19,-0.87,86.0,0,2,1,1,1,2,0,-3171.16,-5757.94,0.53,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,135.0
noai.jsonl,1499,15,0,78.0,0,2,1,2,3,4,0,-3359.72,5893.62,-1.04,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,78.0
noai.jsonl,1499,18,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1499,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1499,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1509,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1509,14,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,30.0,0,2,2,2,1,2,0,2670.16,3213.88,-1.34,89.0,0,2,1,1,1,2,0,-1834.28,-4800.19,0.26,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,119.0
noai.jsonl,1509,15,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1509,18,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1509,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
noai.jsonl,1509,23,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
